code,ex_date,cash,bonus
000125,2024-09-30,0.3622,0.0000
000125,2024-12-31,0.2265,0.2000
000128,2020-03-31,0.3512,0.0000
000128,2020-06-30,0.3344,0.0000
000128,2020-09-30,0.2639,0.0000
000128,2020-12-31,0.0634,0.1000
000128,2021-03-31,0.1198,0.0000
000128,2021-06-30,0.1914,0.0000
000128,2021-09-30,0.3465,0.0000
000128,2021-12-31,0.3182,0.0000
000128,2022-03-31,0.1802,0.0000
000128,2022-06-30,0.3707,0.0000
000128,2022-09-30,0.2605,0.2000
000128,2023-01-02,0.0813,0.0000
000128,2023-03-31,0.3043,0.1000
000128,2023-06-30,0.1112,0.0000
000128,2023-10-02,0.1203,0.2000
000128,2024-01-01,0.2002,0.0000
000128,2024-04-01,0.1939,0.0000
000128,2024-07-01,0.2083,0.0000
000128,2024-09-30,0.1250,0.0000
000128,2024-12-31,0.2503,0.0000
000131,2020-03-31,0.3852,0.0000
000131,2020-06-30,0.3086,0.0000
000131,2020-09-30,0.2382,0.0000
000131,2020-12-31,0.4053,0.2000
000131,2021-03-31,0.3648,0.0000
000131,2021-06-30,0.0896,0.1000
000131,2021-09-30,0.1819,0.0000
000131,2021-12-31,0.3833,0.1000
000131,2022-03-31,0.1848,0.0000
000131,2022-06-30,0.3238,0.0000
000131,2022-09-30,0.0518,0.2000
000131,2023-01-02,0.3875,0.0000
000131,2023-03-31,0.0861,0.0000
000131,2023-06-30,0.0619,0.0000
000131,2023-10-02,0.2465,0.0000
000131,2024-01-01,0.2839,0.1000
000131,2024-04-01,0.4411,0.0000
000131,2024-07-01,0.3117,0.0000
000131,2024-09-30,0.1074,0.0000
000131,2024-12-31,0.0707,0.2000
000133,2020-03-31,0.0853,0.0000
000133,2020-06-30,0.0681,0.1000
000133,2020-09-30,0.1179,0.0000
000133,2020-12-31,0.4019,0.1000
000133,2021-03-31,0.1583,0.1000
000133,2021-06-30,0.4846,0.2000
000133,2021-09-30,0.2223,0.0000
000133,2021-12-31,0.1546,0.0000
000133,2022-03-31,0.3932,0.0000
000133,2022-06-30,0.0591,0.1000
000133,2022-09-30,0.3445,0.0000
000133,2023-01-02,0.4523,0.0000
000133,2023-03-31,0.0624,0.2000
000133,2023-06-30,0.1039,0.0000
000133,2023-10-02,0.3370,0.0000
000133,2024-01-01,0.0814,0.2000
000133,2024-04-01,0.3789,0.0000
000133,2024-07-01,0.3808,0.0000
000133,2024-09-30,0.4017,0.1000
000133,2024-12-31,0.2649,0.0000
000134,2020-03-31,0.0798,0.0000
000134,2020-06-30,0.3411,0.1000
000134,2020-09-30,0.1592,0.1000
000134,2020-12-31,0.3823,0.0000
000134,2021-03-31,0.2509,0.0000
000134,2021-06-30,0.2152,0.1000
000134,2021-09-30,0.0733,0.2000
000134,2021-12-31,0.2668,0.2000
000134,2022-03-31,0.1083,0.0000
000134,2022-06-30,0.4303,0.1000
000134,2022-09-30,0.1603,0.0000
000134,2023-01-02,0.3107,0.2000
000134,2023-03-31,0.1953,0.0000
000134,2023-06-30,0.2646,0.0000
000134,2023-10-02,0.1998,0.0000
000134,2024-01-01,0.3201,0.0000
000134,2024-04-01,0.2687,0.0000
000134,2024-07-01,0.1768,0.0000
000134,2024-09-30,0.1927,0.0000
000134,2024-12-31,0.3444,0.0000
000135,2020-03-31,0.1895,0.1000
000135,2020-06-30,0.4686,0.1000
000135,2020-09-30,0.3295,0.0000
000135,2020-12-31,0.1728,0.0000
000135,2021-03-31,0.0517,0.0000
000135,2021-06-30,0.0875,0.0000
000135,2021-09-30,0.2448,0.0000
000135,2021-12-31,0.0576,0.1000
000135,2022-03-31,0.4611,0.0000
000135,2022-06-30,0.2165,0.1000
000135,2022-09-30,0.4377,0.0000
000135,2023-01-02,0.2094,0.0000
000135,2023-03-31,0.4527,0.0000
000135,2023-06-30,0.0711,0.0000
000135,2023-10-02,0.3375,0.0000
000135,2024-01-01,0.1549,0.0000
000135,2024-04-01,0.1324,0.0000
000135,2024-07-01,0.0545,0.0000
000135,2024-09-30,0.2550,0.1000
000135,2024-12-31,0.2347,0.0000
000141,2020-03-31,0.1697,0.0000
000141,2020-06-30,0.1020,0.0000
000141,2020-09-30,0.4669,0.0000
000141,2020-12-31,0.2136,0.2000
000141,2021-03-31,0.4352,0.0000
000141,2021-06-30,0.1815,0.1000
000141,2021-09-30,0.3968,0.1000
000141,2021-12-31,0.3255,0.1000
000141,2022-03-31,0.1533,0.1000
000141,2022-06-30,0.2698,0.0000
000141,2022-09-30,0.3163,0.0000
000141,2023-01-02,0.3296,0.0000
000141,2023-03-31,0.3947,0.1000
000141,2023-06-30,0.1410,0.1000
000141,2023-10-02,0.4098,0.2000
000141,2024-01-01,0.1448,0.2000
000141,2024-04-01,0.4607,0.1000
000141,2024-07-01,0.1835,0.0000
000141,2024-09-30,0.2895,0.0000
000141,2024-12-31,0.1860,0.0000
000144,2020-03-31,0.1339,0.0000
000144,2020-06-30,0.3977,0.1000
000144,2020-09-30,0.2357,0.0000
000144,2020-12-31,0.3260,0.0000
000144,2021-03-31,0.4011,0.0000
000144,2021-06-30,0.3909,0.0000
000144,2021-09-30,0.2477,0.1000
000144,2021-12-31,0.0683,0.0000
000144,2022-03-31,0.3986,0.0000
000144,2022-06-30,0.3892,0.0000
000144,2022-09-30,0.2194,0.0000
000144,2023-01-02,0.3099,0.1000
000144,2023-03-31,0.4883,0.0000
000144,2023-06-30,0.0817,0.0000
000144,2023-10-02,0.1110,0.0000
000144,2024-01-01,0.4261,0.1000
000144,2024-04-01,0.0957,0.0000
000144,2024-07-01,0.4489,0.0000
000144,2024-09-30,0.4132,0.2000
000144,2024-12-31,0.2731,0.0000
000145,2020-03-31,0.3700,0.0000
000145,2020-06-30,0.3634,0.0000
000145,2020-09-30,0.2933,0.1000
000145,2020-12-31,0.3156,0.0000
000145,2021-03-31,0.3946,0.1000
000145,2021-06-30,0.3553,0.0000
000145,2021-09-30,0.0724,0.0000
000145,2021-12-31,0.4796,0.1000
000145,2022-03-31,0.2660,0.0000
000145,2022-06-30,0.1064,0.1000
000145,2022-09-30,0.1166,0.1000
000145,2023-01-02,0.2599,0.0000
000145,2023-03-31,0.2154,0.0000
000145,2023-06-30,0.0888,0.0000
000145,2023-10-02,0.4802,0.0000
000145,2024-01-01,0.1530,0.0000
000145,2024-04-01,0.0948,0.0000
000145,2024-07-01,0.4316,0.1000
000145,2024-09-30,0.2051,0.1000
000145,2024-12-31,0.4458,0.1000
000149,2020-03-31,0.2222,0.0000
000149,2020-06-30,0.3501,0.0000
000149,2020-09-30,0.3791,0.0000
000149,2020-12-31,0.1302,0.1000
000149,2021-03-31,0.4009,0.0000
000149,2021-06-30,0.0958,0.1000
000149,2021-09-30,0.1054,0.0000
000149,2021-12-31,0.1335,0.0000
000149,2022-03-31,0.3396,0.0000
000149,2022-06-30,0.2047,0.0000
000149,2022-09-30,0.3065,0.0000
000149,2023-01-02,0.1032,0.1000
000149,2023-03-31,0.2050,0.0000
000149,2023-06-30,0.4674,0.0000
000149,2023-10-02,0.2802,0.1000
000149,2024-01-01,0.1692,0.0000
000149,2024-04-01,0.4513,0.0000
000149,2024-07-01,0.3996,0.0000
000149,2024-09-30,0.4986,0.0000
000149,2024-12-31,0.3846,0.0000
000152,2020-03-31,0.1541,0.2000
000152,2020-06-30,0.1954,0.1000
000152,2020-09-30,0.2834,0.0000
000152,2020-12-31,0.4098,0.1000
000152,2021-03-31,0.2400,0.0000
000152,2021-06-30,0.0603,0.0000
000152,2021-09-30,0.4232,0.0000
000152,2021-12-31,0.2895,0.0000
000152,2022-03-31,0.3073,0.2000
000152,2022-06-30,0.2937,0.2000
000152,2022-09-30,0.4245,0.0000
000152,2023-01-02,0.4827,0.0000
000152,2023-03-31,0.2744,0.0000
000152,2023-06-30,0.1200,0.1000
000152,2023-10-02,0.4165,0.0000
000152,2024-01-01,0.3409,0.0000
000152,2024-04-01,0.1491,0.0000
000152,2024-07-01,0.1007,0.0000
000152,2024-09-30,0.2679,0.1000
000152,2024-12-31,0.4371,0.0000
000162,2020-03-31,0.3252,0.1000
000162,2020-06-30,0.3366,0.0000
000162,2020-09-30,0.4457,0.1000
000162,2020-12-31,0.4901,0.0000
000162,2021-03-31,0.4348,0.0000
000162,2021-06-30,0.2357,0.1000
000162,2021-09-30,0.4582,0.0000
000162,2021-12-31,0.3612,0.1000
000162,2022-03-31,0.3172,0.2000
000162,2022-06-30,0.1372,0.0000
000162,2022-09-30,0.4328,0.0000
000162,2023-01-02,0.4723,0.1000
000162,2023-03-31,0.3091,0.0000
000162,2023-06-30,0.4489,0.0000
000162,2023-10-02,0.0637,0.0000
000162,2024-01-01,0.4738,0.0000
000162,2024-04-01,0.4209,0.0000
000162,2024-07-01,0.3634,0.0000
000162,2024-09-30,0.3682,0.1000
000162,2024-12-31,0.2826,0.0000
000165,2020-03-31,0.0607,0.0000
000165,2020-06-30,0.2164,0.0000
000165,2020-09-30,0.4064,0.0000
000165,2020-12-31,0.3931,0.2000
000165,2021-03-31,0.2319,0.0000
000165,2021-06-30,0.3820,0.0000
000165,2021-09-30,0.2352,0.0000
000165,2021-12-31,0.1400,0.0000
000165,2022-03-31,0.3443,0.0000
000165,2022-06-30,0.3252,0.0000
000165,2022-09-30,0.4974,0.0000
000165,2023-01-02,0.3679,0.2000
000165,2023-03-31,0.4685,0.2000
000165,2023-06-30,0.3611,0.1000
000165,2023-10-02,0.0516,0.1000
000165,2024-01-01,0.4729,0.0000
000165,2024-04-01,0.1099,0.0000
000165,2024-07-01,0.2497,0.0000
000165,2024-09-30,0.4406,0.0000
000165,2024-12-31,0.3191,0.0000
000168,2020-03-31,0.4894,0.0000
000168,2020-06-30,0.2310,0.0000
000168,2020-09-30,0.3779,0.0000
000168,2020-12-31,0.3999,0.0000
000168,2021-03-31,0.4209,0.0000
000168,2021-06-30,0.3185,0.0000
000168,2021-09-30,0.4521,0.2000
000168,2021-12-31,0.3653,0.0000
000168,2022-03-31,0.3653,0.2000
000168,2022-06-30,0.1756,0.0000
000168,2022-09-30,0.2309,0.0000
000168,2023-01-02,0.0527,0.0000
000168,2023-03-31,0.4719,0.0000
000168,2023-06-30,0.0927,0.0000
000168,2023-10-02,0.3326,0.0000
000168,2024-01-01,0.1526,0.0000
000168,2024-04-01,0.1094,0.0000
000168,2024-07-01,0.2891,0.0000
000168,2024-09-30,0.1869,0.0000
000168,2024-12-31,0.1327,0.0000
000169,2020-03-31,0.2473,0.1000
000169,2020-06-30,0.1576,0.0000
000169,2020-09-30,0.4109,0.0000
000169,2020-12-31,0.4490,0.0000
000169,2021-03-31,0.1340,0.0000
000169,2021-06-30,0.3524,0.0000
000169,2021-09-30,0.1629,0.1000
000169,2021-12-31,0.2268,0.0000
000169,2022-03-31,0.1485,0.0000
000169,2022-06-30,0.4705,0.0000
000169,2022-09-30,0.2676,0.0000
000169,2023-01-02,0.4685,0.0000
000169,2023-03-31,0.2191,0.0000
000169,2023-06-30,0.2785,0.1000
000169,2023-10-02,0.2785,0.0000
000169,2024-01-01,0.1887,0.1000
000169,2024-04-01,0.1095,0.0000
000169,2024-07-01,0.3942,0.2000
000169,2024-09-30,0.4116,0.0000
000169,2024-12-31,0.2675,0.2000
000171,2020-03-31,0.1472,0.0000
000171,2020-06-30,0.0537,0.0000
000171,2020-09-30,0.4837,0.0000
000171,2020-12-31,0.1058,0.0000
000171,2021-03-31,0.1257,0.0000
000171,2021-06-30,0.4390,0.1000
000171,2021-09-30,0.3992,0.0000
000171,2021-12-31,0.2319,0.0000
000171,2022-03-31,0.3719,0.0000
000171,2022-06-30,0.0687,0.0000
000171,2022-09-30,0.3619,0.1000
000171,2023-01-02,0.4186,0.0000
000171,2023-03-31,0.4397,0.0000
000171,2023-06-30,0.2800,0.0000
000171,2023-10-02,0.3091,0.2000
000171,2024-01-01,0.0528,0.0000
000171,2024-04-01,0.2645,0.1000
000171,2024-07-01,0.2838,0.0000
000171,2024-09-30,0.3860,0.0000
000171,2024-12-31,0.1968,0.2000
000172,2020-03-31,0.4803,0.0000
000172,2020-06-30,0.3418,0.0000
000172,2020-09-30,0.4309,0.0000
000172,2020-12-31,0.4911,0.0000
000172,2021-03-31,0.1337,0.2000
000172,2021-06-30,0.2152,0.2000
000172,2021-09-30,0.4155,0.0000
000172,2021-12-31,0.0853,0.1000
000172,2022-03-31,0.3256,0.0000
000172,2022-06-30,0.1885,0.0000
000172,2022-09-30,0.1256,0.1000
000172,2023-01-02,0.3738,0.1000
000172,2023-03-31,0.3279,0.0000
000172,2023-06-30,0.3733,0.0000
000172,2023-10-02,0.2870,0.0000
000172,2024-01-01,0.4755,0.0000
000172,2024-04-01,0.2034,0.0000
000172,2024-07-01,0.3538,0.0000
000172,2024-09-30,0.0800,0.0000
000172,2024-12-31,0.3868,0.0000
000173,2020-03-31,0.3947,0.2000
000173,2020-06-30,0.2686,0.0000
000173,2020-09-30,0.3572,0.0000
000173,2020-12-31,0.2637,0.1000
000173,2021-03-31,0.3749,0.1000
000173,2021-06-30,0.2227,0.0000
000173,2021-09-30,0.2706,0.0000
000173,2021-12-31,0.4060,0.0000
000173,2022-03-31,0.3787,0.0000
000173,2022-06-30,0.0945,0.0000
000173,2022-09-30,0.4927,0.0000
000173,2023-01-02,0.4818,0.0000
000173,2023-03-31,0.4573,0.0000
000173,2023-06-30,0.3019,0.1000
000173,2023-10-02,0.4334,0.2000
000173,2024-01-01,0.0949,0.0000
000173,2024-04-01,0.3426,0.0000
000173,2024-07-01,0.0535,0.1000
000173,2024-09-30,0.4099,0.0000
000173,2024-12-31,0.4336,0.0000
000175,2020-03-31,0.1907,0.0000
000175,2020-06-30,0.3665,0.0000
000175,2020-09-30,0.3515,0.0000
000175,2020-12-31,0.0776,0.0000
000175,2021-03-31,0.3772,0.0000
000175,2021-06-30,0.2741,0.0000
000175,2021-09-30,0.0843,0.1000
000175,2021-12-31,0.1739,0.0000
000175,2022-03-31,0.0983,0.0000
000175,2022-06-30,0.4289,0.0000
000175,2022-09-30,0.3262,0.2000
000175,2023-01-02,0.2756,0.0000
000175,2023-03-31,0.4392,0.0000
000175,2023-06-30,0.1018,0.0000
000175,2023-10-02,0.4316,0.0000
000175,2024-01-01,0.4167,0.0000
000175,2024-04-01,0.1353,0.0000
000175,2024-07-01,0.0650,0.0000
000175,2024-09-30,0.1321,0.0000
000175,2024-12-31,0.1486,0.2000
000176,2020-03-31,0.2584,0.1000
000176,2020-06-30,0.0601,0.0000
000176,2020-09-30,0.4521,0.0000
000176,2020-12-31,0.1278,0.0000
000176,2021-03-31,0.2427,0.0000
000176,2021-06-30,0.4311,0.0000
000176,2021-09-30,0.1492,0.1000
000176,2021-12-31,0.0821,0.0000
000176,2022-03-31,0.3593,0.0000
000176,2022-06-30,0.0890,0.1000
000176,2022-09-30,0.4571,0.0000
000176,2023-01-02,0.4990,0.0000
000176,2023-03-31,0.4129,0.0000
000176,2023-06-30,0.4117,0.1000
000176,2023-10-02,0.1990,0.0000
000176,2024-01-01,0.2309,0.0000
000176,2024-04-01,0.3203,0.0000
000176,2024-07-01,0.2968,0.1000
000176,2024-09-30,0.1388,0.2000
000176,2024-12-31,0.2729,0.0000
000178,2020-03-31,0.1366,0.0000
000178,2020-06-30,0.1642,0.0000
000178,2020-09-30,0.2580,0.0000
000178,2020-12-31,0.2153,0.0000
000178,2021-03-31,0.1708,0.0000
000178,2021-06-30,0.1622,0.0000
000178,2021-09-30,0.2643,0.0000
000178,2021-12-31,0.3489,0.0000
000178,2022-03-31,0.4543,0.0000
000178,2022-06-30,0.0884,0.1000
000178,2022-09-30,0.2806,0.0000
000178,2023-01-02,0.1706,0.2000
000178,2023-03-31,0.4567,0.1000
000178,2023-06-30,0.0813,0.0000
000178,2023-10-02,0.4533,0.0000
000178,2024-01-01,0.4509,0.1000
000178,2024-04-01,0.1550,0.1000
000178,2024-07-01,0.4832,0.1000
000178,2024-09-30,0.4141,0.0000
000178,2024-12-31,0.2451,0.0000
000180,2020-03-31,0.1450,0.1000
000180,2020-06-30,0.1376,0.0000
000180,2020-09-30,0.2983,0.1000
000180,2020-12-31,0.3049,0.1000
000180,2021-03-31,0.2615,0.0000
000180,2021-06-30,0.3200,0.1000
000180,2021-09-30,0.3938,0.1000
000180,2021-12-31,0.2772,0.0000
000180,2022-03-31,0.3361,0.1000
000180,2022-06-30,0.2713,0.0000
000180,2022-09-30,0.3495,0.2000
000180,2023-01-02,0.1644,0.0000
000180,2023-03-31,0.2593,0.0000
000180,2023-06-30,0.2758,0.1000
000180,2023-10-02,0.1345,0.0000
000180,2024-01-01,0.2864,0.0000
000180,2024-04-01,0.1935,0.0000
000180,2024-07-01,0.1804,0.0000
000180,2024-09-30,0.1608,0.0000
000180,2024-12-31,0.2557,0.0000
000182,2020-03-31,0.1957,0.0000
000182,2020-06-30,0.4399,0.0000
000182,2020-09-30,0.3354,0.0000
000182,2020-12-31,0.3284,0.2000
000182,2021-03-31,0.3231,0.0000
000182,2021-06-30,0.2220,0.2000
000182,2021-09-30,0.2606,0.1000
000182,2021-12-31,0.4304,0.1000
000182,2022-03-31,0.4252,0.1000
000182,2022-06-30,0.2217,0.0000
000182,2022-09-30,0.1194,0.0000
000182,2023-01-02,0.3049,0.1000
000182,2023-03-31,0.1651,0.0000
000182,2023-06-30,0.3529,0.1000
000182,2023-10-02,0.2232,0.0000
000182,2024-01-01,0.2702,0.2000
000182,2024-04-01,0.4731,0.0000
000182,2024-07-01,0.1014,0.2000
000182,2024-09-30,0.1610,0.2000
000182,2024-12-31,0.0736,0.0000
000184,2020-03-31,0.1764,0.1000
000184,2020-06-30,0.0678,0.2000
000184,2020-09-30,0.2669,0.0000
000184,2020-12-31,0.2196,0.0000
000184,2021-03-31,0.0876,0.1000
000184,2021-06-30,0.2882,0.1000
000184,2021-09-30,0.1402,0.0000
000184,2021-12-31,0.3267,0.1000
000184,2022-03-31,0.3237,0.0000
000184,2022-06-30,0.3342,0.0000
000184,2022-09-30,0.3622,0.0000
000184,2023-01-02,0.3617,0.0000
000184,2023-03-31,0.1145,0.1000
000184,2023-06-30,0.3567,0.0000
000184,2023-10-02,0.2742,0.1000
000184,2024-01-01,0.2796,0.0000
000184,2024-04-01,0.1297,0.2000
000184,2024-07-01,0.1949,0.0000
000184,2024-09-30,0.3918,0.0000
000184,2024-12-31,0.2592,0.0000
000185,2020-03-31,0.0573,0.0000
000185,2020-06-30,0.1500,0.1000
000185,2020-09-30,0.1705,0.0000
000185,2020-12-31,0.3243,0.0000
000185,2021-03-31,0.3446,0.0000
000185,2021-06-30,0.2554,0.0000
000185,2021-09-30,0.4507,0.0000
000185,2021-12-31,0.2452,0.0000
000185,2022-03-31,0.4114,0.2000
000185,2022-06-30,0.2679,0.2000
000185,2022-09-30,0.1713,0.1000
000185,2023-01-02,0.3512,0.1000
000185,2023-03-31,0.0518,0.0000
000185,2023-06-30,0.1386,0.1000
000185,2023-10-02,0.2929,0.0000
000185,2024-01-01,0.3596,0.1000
000185,2024-04-01,0.3306,0.0000
000185,2024-07-01,0.4338,0.0000
000185,2024-09-30,0.1399,0.2000
000185,2024-12-31,0.2384,0.1000
000187,2020-03-31,0.2370,0.0000
000187,2020-06-30,0.2055,0.0000
000187,2020-09-30,0.4631,0.0000
000187,2020-12-31,0.2614,0.0000
000187,2021-03-31,0.4829,0.1000
000187,2021-06-30,0.4449,0.0000
000187,2021-09-30,0.3986,0.1000
000187,2021-12-31,0.1184,0.1000
000187,2022-03-31,0.3407,0.0000
000187,2022-06-30,0.3258,0.2000
000187,2022-09-30,0.3076,0.0000
000187,2023-01-02,0.2530,0.0000
000187,2023-03-31,0.1114,0.0000
000187,2023-06-30,0.4336,0.0000
000187,2023-10-02,0.0678,0.2000
000187,2024-01-01,0.3094,0.1000
000187,2024-04-01,0.1082,0.0000
000187,2024-07-01,0.1288,0.1000
000187,2024-09-30,0.1708,0.0000
000187,2024-12-31,0.4810,0.0000
000188,2020-03-31,0.2677,0.0000
000188,2020-06-30,0.1583,0.0000
000188,2020-09-30,0.1061,0.0000
000188,2020-12-31,0.4454,0.0000
000188,2021-03-31,0.2186,0.0000
000188,2021-06-30,0.4730,0.0000
000188,2021-09-30,0.3530,0.0000
000188,2021-12-31,0.3788,0.0000
000188,2022-03-31,0.3830,0.2000
000188,2022-06-30,0.1544,0.0000
000188,2022-09-30,0.2022,0.0000
000188,2023-01-02,0.2188,0.0000
000188,2023-03-31,0.2146,0.1000
000188,2023-06-30,0.0934,0.0000
000188,2023-10-02,0.0973,0.0000
000188,2024-01-01,0.3450,0.1000
000188,2024-04-01,0.0799,0.0000
000188,2024-07-01,0.3683,0.0000
000188,2024-09-30,0.0677,0.0000
000188,2024-12-31,0.4770,0.1000
000195,2020-03-31,0.4099,0.0000
000195,2020-06-30,0.3928,0.1000
000195,2020-09-30,0.4859,0.0000
000195,2020-12-31,0.3016,0.2000
000195,2021-03-31,0.1052,0.1000
000195,2021-06-30,0.4563,0.0000
000195,2021-09-30,0.1187,0.0000
000195,2021-12-31,0.1502,0.0000
000195,2022-03-31,0.4191,0.0000
000195,2022-06-30,0.1131,0.0000
000195,2022-09-30,0.3890,0.1000
000195,2023-01-02,0.4506,0.0000
000195,2023-03-31,0.4543,0.0000
000195,2023-06-30,0.0810,0.1000
000195,2023-10-02,0.2494,0.0000
000195,2024-01-01,0.4930,0.0000
000195,2024-04-01,0.3306,0.0000
000195,2024-07-01,0.1316,0.0000
000195,2024-09-30,0.3640,0.0000
000195,2024-12-31,0.4721,0.2000
000199,2020-03-31,0.4320,0.0000
000199,2020-06-30,0.3313,0.0000
000199,2020-09-30,0.2462,0.0000
000199,2020-12-31,0.3907,0.0000
000199,2021-03-31,0.3154,0.0000
000199,2021-06-30,0.0837,0.0000
000199,2021-09-30,0.4397,0.1000
000199,2021-12-31,0.1907,0.0000
000199,2022-03-31,0.1951,0.1000
000199,2022-06-30,0.4019,0.0000
000199,2022-09-30,0.1164,0.0000
000199,2023-01-02,0.4777,0.0000
000199,2023-03-31,0.4144,0.2000
000199,2023-06-30,0.1683,0.0000
000199,2023-10-02,0.2299,0.0000
000199,2024-01-01,0.1204,0.0000
000199,2024-04-01,0.4326,0.0000
000199,2024-07-01,0.3675,0.0000
000199,2024-09-30,0.0875,0.1000
000199,2024-12-31,0.3792,0.0000
